F,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Receiving,Receiving.1,Receiving.2,Receiving.3,Rushing,Rushing.1,Rushing.2,Rushing.3,Scrimmage,Scrimmage.1,Scrimmage.2,Scrimmage.3
4116,5,Career,Penn State,,,,,179,2771,15.5,22,4,-3,-0.8,0,183,2768,15.1,22
4117,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4118,1,2007,Rice,CUSA,FR,QB,12,46,585,12.7,4,45,121,2.7,5,91,706,7.8,9
4119,2,*2008,Rice,CUSA,SO,TE,13,111,1329,12.0,13,57,241,4.2,6,168,1570,9.3,19
4120,3,Career,Rice,,,,,157,1914,12.2,17,102,362,3.5,11,259,2276,8.8,28
4121,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4122,1,*2005,Alabama,SEC,,RB,12,8,91,11.4,1,48,179,3.7,0,56,270,4.8,1
4123,2,*2007,Alabama,SEC,SO,RB,9,18,142,7.9,0,129,545,4.2,4,147,687,4.7,4
4124,3,*2008,Alabama,SEC,JR,RB,14,16,118,7.4,1,233,1383,5.9,10,249,1501,6.0,11
4125,4,Career,Alabama,,,,,42,351,8.4,2,410,2107,5.1,14,452,2458,5.4,16
4126,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4127,1,*2005,Missouri,Big 12,FR,TE,12,47,503,10.7,4,,,,,47,503,10.7,4
4128,2,*2006,Missouri,Big 12,SO,TE,13,58,638,11.0,9,,,,,58,638,11.0,9
4129,3,*2007,Missouri,Big 12,JR,TE,13,52,531,10.2,7,1,8,8.0,0,53,539,10.2,7
4130,4,*2008,Missouri,Big 12,SR,TE,12,90,987,11.0,10,,,,,90,987,11.0,10
4131,5,Career,Missouri,,,,,247,2659,10.8,30,1,8,8.0,0,248,2667,10.8,30
4132,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4133,1,2004,Brigham Young,MWC,FR,WR,11,53,771,14.5,8,6,19,3.2,0,59,790,13.4,8
4134,2,*2007,Brigham Young,MWC,SO,WR,13,56,946,16.9,7,1,10,10.0,0,57,956,16.8,7
4135,3,*2008,Brigham Young,MWC,JR,WR,13,106,1538,14.5,15,10,77,7.7,0,116,1615,13.9,15
4136,4,Career,Brigham Young,,,,,215,3255,15.1,30,17,106,6.2,0,232,3361,14.5,30
4137,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4138,1,*2006,South Carolina,SEC,SO,WR,11,6,113,18.8,1,,,,,6,113,18.8,1
4139,2,2007,South Carolina,SEC,SO,TE,12,30,421,14.0,3,,,,,30,421,14.0,3
4140,3,*2008,South Carolina,SEC,JR,TE,13,37,573,15.5,3,,,,,37,573,15.5,3
4141,4,Career,South Carolina,,,,,73,1107,15.2,7,,,,,73,1107,15.2,7
4142,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4143,1,*2007,Texas Tech,Big 12,FR,WR,13,134,1962,14.6,22,,,,,134,1962,14.6,22
4144,2,*2008,Texas Tech,Big 12,SO,WR,13,97,1165,12.0,19,2,1,0.5,0,99,1166,11.8,19
4145,3,Career,Texas Tech,,,,,231,3127,13.5,41,2,1,0.5,0,233,3128,13.4,41
4146,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4147,1,2006,Ball State,MAC,FR,QB,12,1,15,15.0,0,29,-48,-1.7,0,30,-33,-1.1,0
4148,2,*2007,Ball State,MAC,SO,QB,13,1,9,9.0,0,78,235,3.0,5,79,244,3.1,5
4149,3,*2008,Ball State,MAC,JR,QB,14,1,4,4.0,1,66,312,4.7,5,67,316,4.7,6
4150,4,Career,Ball State,,,,,3,28,9.3,1,173,499,2.9,10,176,527,3.0,11
4151,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4152,1,*2005,Clemson,ACC,FR,RB,11,19,152,8.0,0,165,879,5.3,9,184,1031,5.6,9
4153,2,*2006,Clemson,ACC,SO,RB,13,6,115,19.2,0,203,1187,5.8,17,209,1302,6.2,17
4154,3,*2007,Clemson,ACC,JR,RB,13,12,51,4.3,2,214,1064,5.0,10,226,1115,4.9,12
4155,4,*2008,Clemson,ACC,SR,RB,13,14,123,8.8,0,171,751,4.4,11,185,874,4.7,11
4156,5,Career,Clemson,,,,,51,441,8.6,2,753,3881,5.2,47,804,4322,5.4,49
4157,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4158,1,2005,Rice,CUSA,FR,WR,11,35,524,15.0,5,1,-7,-7.0,0,36,517,14.4,5
4159,2,2006,Rice,CUSA,SO,WR,13,91,1247,13.7,21,2,5,2.5,0,93,1252,13.5,21
4160,3,2007,Rice,CUSA,JR,WR,12,79,1057,13.4,14,,,,,79,1057,13.4,14
4161,4,*2008,Rice,CUSA,SR,WR,13,87,1310,15.1,20,,,,,87,1310,15.1,20
4162,5,Career,Rice,,,,,292,4138,14.2,60,3,-2,-0.7,0,295,4136,14.0,60
4163,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4164,1,*2006,East Carolina,CUSA,SO,TE,12,16,187,11.7,3,,,,,16,187,11.7,3
4165,2,*2007,East Carolina,CUSA,JR,TE,13,19,196,10.3,2,,,,,19,196,10.3,2
4166,3,*2008,East Carolina,CUSA,SR,TE,14,43,695,16.2,3,,,,,43,695,16.2,3
4167,4,Career,East Carolina,,,,,78,1078,13.8,8,,,,,78,1078,13.8,8
4168,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4169,1,2005,Syracuse,Big East,SO,RB,10,0,0,,0,0,0,,0,0,0,,0
4170,2,2006,Syracuse,Big East,SO,RB,12,,,,,8,15,1.9,0,8,15,1.9,0
4171,3,2007,Syracuse,Big East,JR,RB,11,12,75,6.3,0,3,8,2.7,0,15,83,5.5,0
4172,4,2008,Syracuse,Big East,SR,RB,11,16,127,7.9,1,5,66,13.2,0,21,193,9.2,1
4173,5,Career,Syracuse,,,,,28,202,7.2,1,16,89,5.6,0,44,291,6.6,1
4174,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4175,1,2006,North Carolina,ACC,SO,WR,12,38,486,12.8,2,2,15,7.5,0,40,501,12.5,2
4176,2,2007,North Carolina,ACC,JR,WR,11,29,417,14.4,2,2,2,1.0,0,31,419,13.5,2
4177,3,*2008,North Carolina,ACC,SR,WR,13,30,334,11.1,2,8,104,13.0,0,38,438,11.5,2
4178,4,Career,North Carolina,,,,,97,1237,12.8,6,12,121,10.1,0,109,1358,12.5,6
4179,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4180,1,*2006,Kansas State,Big 12,FR,QB,11,,,,,54,-21,-0.4,2,54,-21,-0.4,2
4181,2,2007,Kansas State,Big 12,SO,QB,12,,,,,53,-40,-0.8,4,53,-40,-0.8,4
4182,3,2008,Kansas State,Big 12,JR,QB,12,,,,,107,404,3.8,14,107,404,3.8,14
4183,4,Career,Kansas State,,,,,,,,,214,343,1.6,20,214,343,1.6,20
4184,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4185,1,2005,Washington State,Pac-10,FR,WR,9,9,172,19.1,2,,,,,9,172,19.1,2
4186,2,2006,Washington State,Pac-10,SO,WR,12,49,731,14.9,4,,,,,49,731,14.9,4
4187,3,2007,Washington State,Pac-10,JR,WR,11,67,1180,17.6,9,,,,,67,1180,17.6,9
4188,4,2008,Washington State,Pac-10,SR,WR,13,57,673,11.8,2,10,19,1.9,0,67,692,10.3,2
4189,5,Career,Washington State,,,,,182,2756,15.1,17,10,19,1.9,0,192,2775,14.5,17
4190,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4191,1,*2006,Texas A&M,Big 12,FR,RB,13,17,113,6.6,0,127,847,6.7,4,144,960,6.7,4
4192,2,*2007,Texas A&M,Big 12,SO,RB,13,36,361,10.0,4,153,711,4.6,4,189,1072,5.7,8
4193,3,2008,Texas A&M,Big 12,JR,RB,10,37,386,10.4,3,94,406,4.3,5,131,792,6.0,8
4194,4,Career,Texas A&M,,,,,90,860,9.6,7,374,1964,5.3,13,464,2824,6.1,20
4195,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4196,1,*2005,Iowa,Big Ten,FR,RB,11,,,,,37,173,4.7,1,37,173,4.7,1
4197,2,*2006,Iowa,Big Ten,SO,RB,10,3,23,7.7,0,32,205,6.4,1,35,228,6.5,1
4198,3,*2008,Iowa,Big Ten,JR,RB,13,8,49,6.1,0,307,1850,6.0,20,315,1899,6.0,20
4199,4,Career,Iowa,,,,,11,72,6.5,0,376,2228,5.9,22,387,2300,5.9,22
4200,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4201,1,2005,Maryland,ACC,FR,TE,5,2,37,18.5,0,,,,,2,37,18.5,0
4202,2,*2006,Maryland,ACC,SO,TE,12,2,11,5.5,1,,,,,2,11,5.5,1
4203,3,*2007,Maryland,ACC,JR,TE,11,7,66,9.4,0,,,,,7,66,9.4,0
4204,4,*2008,Maryland,ACC,SR,TE,13,29,287,9.9,3,,,,,29,287,9.9,3
4205,5,Career,Maryland,,,,,40,401,10.0,4,,,,,40,401,10.0,4
4206,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4207,1,*2006,Ohio State,Big Ten,SO,WR,12,17,256,15.1,2,1,5,5.0,0,18,261,14.5,2
4208,2,*2007,Ohio State,Big Ten,JR,WR,13,52,694,13.3,6,6,46,7.7,0,58,740,12.8,6
4209,3,*2008,Ohio State,Big Ten,JR,WR,13,21,479,22.8,4,3,17,5.7,0,24,496,20.7,4
4210,4,Career,Ohio State,,,,,90,1429,15.9,12,10,68,6.8,0,100,1497,15.0,12
4211,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4212,1,*2006,Florida,SEC,FR,RB,13,34,427,12.6,2,41,428,10.4,3,75,855,11.4,5
4213,2,*2007,Florida,SEC,SO,RB,11,59,858,14.5,4,83,764,9.2,6,142,1622,11.4,10
4214,3,*2008,Florida,SEC,JR,RB,12,40,644,16.1,7,70,660,9.4,10,110,1304,11.9,17
4215,4,Career,Florida,,,,,133,1929,14.5,13,194,1852,9.5,19,327,3781,11.6,32
4216,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4217,1,*2006,Maryland,ACC,FR,WR,13,45,694,15.4,5,5,5,1.0,0,50,699,14.0,5
4218,2,*2007,Maryland,ACC,SO,WR,13,51,786,15.4,3,5,107,21.4,1,56,893,15.9,4
4219,3,*2008,Maryland,ACC,JR,WR,12,42,609,14.5,5,15,202,13.5,1,57,811,14.2,6
4220,4,Career,Maryland,,,,,138,2089,15.1,13,25,314,12.6,2,163,2403,14.7,15
4221,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4222,1,*2005,North Carolina State,ACC,SO,TE,12,15,140,9.3,1,,,,,15,140,9.3,1
4223,2,2006,North Carolina State,ACC,JR,TE,12,45,478,10.6,0,,,,,45,478,10.6,0
4224,3,*2008,North Carolina State,ACC,SR,TE,9,19,234,12.3,4,,,,,19,234,12.3,4
4225,4,Career,North Carolina State,,,,,79,852,10.8,5,,,,,79,852,10.8,5
4226,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4227,1,*2005,Oklahoma,Big 12,FR,WR,12,19,290,15.3,2,1,9,9.0,0,20,299,15.0,2
4228,2,*2006,Oklahoma,Big 12,SO,WR,14,41,514,12.5,2,2,6,3.0,0,43,520,12.1,2
4229,3,*2007,Oklahoma,Big 12,JR,WR,14,68,907,13.3,5,8,87,10.9,1,76,994,13.1,6
4230,4,*2008,Oklahoma,Big 12,SR,WR,14,74,1150,15.5,10,1,7,7.0,0,75,1157,15.4,10
4231,5,Career,Oklahoma,,,,,202,2861,14.2,19,12,109,9.1,1,214,2970,13.9,20
4232,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4233,1,*2006,LSU,SEC,JR,RB,12,,,,,2,6,3.0,0,2,6,3.0,0
4234,2,*2007,LSU,SEC,JR,RB,14,3,21,7.0,0,,,,,3,21,7.0,0
4235,3,*2008,LSU,SEC,SR,RB,13,2,33,16.5,0,14,28,2.0,3,16,61,3.8,3
4236,4,Career,LSU,,,,,5,54,10.8,0,16,34,2.1,3,21,88,4.2,3
4237,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4238,1,*2005,Oklahoma,Big 12,FR,WR,9,10,170,17.0,1,1,8,8.0,0,11,178,16.2,1
4239,2,*2006,Oklahoma,Big 12,SO,WR,12,36,378,10.5,3,2,13,6.5,0,38,391,10.3,3
4240,3,*2007,Oklahoma,Big 12,JR,WR,14,31,448,14.5,4,,,,,31,448,14.5,4
4241,4,*2008,Oklahoma,Big 12,SR,WR,13,42,714,17.0,9,2,4,2.0,0,44,718,16.3,9
4242,5,Career,Oklahoma,,,,,119,1710,14.4,17,5,25,5.0,0,124,1735,14.0,17
4243,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4244,1,2004,Colorado State,MWC,,RB,2,1,-2,-2.0,0,2,12,6.0,0,3,10,3.3,0
4245,2,*2005,Colorado State,MWC,,RB,3,,,,,11,26,2.4,0,11,26,2.4,0
4246,3,2007,Colorado State,MWC,,RB,12,12,103,8.6,2,181,957,5.3,6,193,1060,5.5,8
4247,4,*2008,Colorado State,MWC,,RB,13,32,295,9.2,0,278,1476,5.3,12,310,1771,5.7,12
4248,5,Career,Colorado State,,,,,45,396,8.8,2,472,2471,5.2,18,517,2867,5.5,20
4249,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4250,1,2006,Arkansas State,Sun Belt,SO,TE,12,13,200,15.4,1,,,,,13,200,15.4,1
4251,2,2007,Arkansas State,Sun Belt,JR,TE,12,10,204,20.4,3,,,,,10,204,20.4,3
4252,3,2008,Arkansas State,Sun Belt,SR,TE,12,22,356,16.2,5,,,,,22,356,16.2,5
4253,4,Career,Arkansas State,,,,,45,760,16.9,9,,,,,45,760,16.9,9
4254,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4255,1,*2007,Missouri,Big 12,FR,RB,14,80,1055,13.2,9,51,375,7.4,4,131,1430,10.9,13
4256,2,*2008,Missouri,Big 12,SO,WR,14,102,1260,12.4,13,40,293,7.3,2,142,1553,10.9,15
4257,3,Career,Missouri,,,,,182,2315,12.7,22,91,668,7.3,6,273,2983,10.9,28
4258,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4259,1,*2005,Georgia,SEC,FR,WR,13,38,505,13.3,2,1,23,23.0,0,39,528,13.5,2
4260,2,*2006,Georgia,SEC,SO,WR,12,30,366,12.2,2,,,,,30,366,12.2,2
4261,3,*2007,Georgia,SEC,JR,WR,13,32,491,15.3,4,1,12,12.0,0,33,503,15.2,4
4262,4,*2008,Georgia,SEC,SR,WR,13,58,920,15.9,8,,,,,58,920,15.9,8
4263,5,Career,Georgia,,,,,158,2282,14.4,16,2,35,17.5,0,160,2317,14.5,16
4264,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4265,1,2007,Pitt,Big East,FR,RB,12,33,244,7.4,1,276,1328,4.8,14,309,1572,5.1,15
4266,2,*2008,Pitt,Big East,SO,RB,13,32,305,9.5,0,308,1488,4.8,21,340,1793,5.3,21
4267,3,Career,Pitt,,,,,65,549,8.4,1,584,2816,4.8,35,649,3365,5.2,36
4268,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4269,1,2005,Texas A&M,Big 12,FR,QB,8,,,,,43,235,5.5,2,43,235,5.5,2
4270,2,*2006,Texas A&M,Big 12,SO,QB,13,1,12,12.0,0,146,666,4.6,4,147,678,4.6,4
4271,3,*2007,Texas A&M,Big 12,JR,QB,13,,,,,181,899,5.0,5,181,899,5.0,5
4272,4,2008,Texas A&M,Big 12,SR,QB,6,,,,,17,-50,-2.9,0,17,-50,-2.9,0
4273,5,Career,Texas A&M,,,,,1,12,12.0,0,387,1750,4.5,11,388,1762,4.5,11
4274,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4275,1,*2005,South Carolina,SEC,FR,WR,12,25,291,11.6,1,5,17,3.4,0,30,308,10.3,1
4276,2,*2006,South Carolina,SEC,SO,WR,13,51,880,17.3,5,1,0,0.0,0,52,880,16.9,5
4277,3,2007,South Carolina,SEC,JR,WR,12,77,968,12.6,9,5,15,3.0,0,82,983,12.0,9
4278,4,*2008,South Carolina,SEC,SR,WR,10,54,642,11.9,4,2,2,1.0,0,56,644,11.5,4
4279,5,Career,South Carolina,,,,,207,2781,13.4,19,13,34,2.6,0,220,2815,12.8,19
4280,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4281,1,*2006,Nevada,WAC,SO,WR,13,39,493,12.6,4,,,,,39,493,12.6,4
4282,2,*2007,Nevada,WAC,JR,WR,13,53,1129,21.3,8,1,47,47.0,0,54,1176,21.8,8
4283,3,*2008,Nevada,WAC,SR,WR,13,61,1141,18.7,10,4,45,11.3,0,65,1186,18.2,10
4284,4,Career,Nevada,,,,,153,2763,18.1,22,5,92,18.4,0,158,2855,18.1,22
4285,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4286,1,2006,Vanderbilt,SEC,FR,DB,12,,,,,,,,,0,0,,0
4287,2,2007,Vanderbilt,SEC,SO,DB,12,,,,,6,78,13.0,0,6,78,13.0,0
4288,3,*2008,Vanderbilt,SEC,JR,RB,13,7,143,20.4,2,9,76,8.4,0,16,219,13.7,2
4289,4,Career,Vanderbilt,,,,,7,143,20.4,2,15,154,10.3,0,22,297,13.5,2
4290,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4291,1,*2007,Georgia,SEC,FR,RB,13,20,253,12.7,0,248,1334,5.4,14,268,1587,5.9,14
4292,2,*2008,Georgia,SEC,SO,RB,13,33,392,11.9,2,250,1400,5.6,16,283,1792,6.3,18
4293,3,Career,Georgia,,,,,53,645,12.2,2,498,2734,5.5,30,551,3379,6.1,32
4294,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4295,1,*2006,California,Pac-10,FR,TE,9,1,3,3.0,1,,,,,1,3,3.0,1
4296,2,*2007,California,Pac-10,SO,TE,12,13,155,11.9,1,,,,,13,155,11.9,1
4297,3,*2008,California,Pac-10,JR,TE,13,27,326,12.1,8,,,,,27,326,12.1,8
4298,4,Career,California,,,,,41,484,11.8,10,,,,,41,484,11.8,10
4299,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4300,1,*2005,Florida,SEC,FR,WR,9,0,0,,0,0,0,,0,0,0,,0
4301,2,*2006,Florida,SEC,SO,WR,12,2,42,21.0,1,,,,,2,42,21.0,1
4302,3,*2007,Florida,SEC,JR,WR,13,37,548,14.8,5,1,12,12.0,0,38,560,14.7,5
4303,4,*2008,Florida,SEC,SR,WR,14,38,655,17.2,7,2,7,3.5,0,40,662,16.6,7
4304,5,Career,Florida,,,,,77,1245,16.2,13,3,19,6.3,0,80,1264,15.8,13
4305,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4306,1,*2005,Southern Mississippi,CUSA,,WR,11,35,540,15.4,5,,,,,35,540,15.4,5
4307,2,*2006,Southern Mississippi,CUSA,SO,TE,14,36,506,14.1,3,,,,,36,506,14.1,3
4308,3,*2007,Southern Mississippi,CUSA,JR,TE,13,33,451,13.7,5,,,,,33,451,13.7,5
4309,4,*2008,Southern Mississippi,CUSA,SR,TE,13,53,557,10.5,3,,,,,53,557,10.5,3
4310,5,Career,Southern Mississippi,,,,,157,2054,13.1,16,,,,,157,2054,13.1,16
4311,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4312,1,2006,North Carolina,ACC,FR,WR,11,39,660,16.9,4,1,10,10.0,0,40,670,16.8,4
4313,2,2007,North Carolina,ACC,SO,WR,12,74,958,12.9,5,1,-1,-1.0,0,75,957,12.8,5
4314,3,*2008,North Carolina,ACC,JR,WR,13,68,1222,18.0,12,5,34,6.8,1,73,1256,17.2,13
4315,4,Career,North Carolina,,,,,181,2840,15.7,21,7,43,6.1,1,188,2883,15.3,22
4316,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4317,1,*2005,Texas,Big 12,FR,RB,8,1,3,3.0,0,22,76,3.5,1,23,79,3.4,1
4318,2,*2006,Texas,Big 12,SO,RB,13,7,45,6.4,0,18,82,4.6,1,25,127,5.1,1
4319,3,*2007,Texas,Big 12,JR,RB,13,21,204,9.7,0,26,66,2.5,2,47,270,5.7,2
4320,4,*2008,Texas,Big 12,SR,RB,13,46,540,11.7,3,74,373,5.0,4,120,913,7.6,7
4321,5,Career,Texas,,,,,75,792,10.6,3,140,597,4.3,8,215,1389,6.5,11
4322,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4323,1,2005,Purdue,Big Ten,FR,QB,9,,,,,52,251,4.8,4,52,251,4.8,4
4324,2,*2006,Purdue,Big Ten,SO,QB,14,0,1,,0,76,107,1.4,6,76,108,1.4,6
4325,3,*2007,Purdue,Big Ten,JR,QB,13,,,,,53,-20,-0.4,3,53,-20,-0.4,3
4326,4,2008,Purdue,Big Ten,SR,QB,10,1,18,18.0,0,44,10,0.2,0,45,28,0.6,0
4327,5,Career,Purdue,,,,,1,19,19.0,0,225,348,1.5,13,226,367,1.6,13
4328,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4329,1,*2005,Fresno State,WAC,SO,TE,9,5,34,6.8,0,,,,,5,34,6.8,0
4330,2,2006,Fresno State,WAC,SO,TE,12,22,307,14.0,2,,,,,22,307,14.0,2
4331,3,*2007,Fresno State,WAC,JR,TE,13,45,553,12.3,4,,,,,45,553,12.3,4
4332,4,*2008,Fresno State,WAC,SR,TE,12,40,400,10.0,4,,,,,40,400,10.0,4
4333,5,Career,Fresno State,,,,,112,1294,11.6,10,,,,,112,1294,11.6,10
4334,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4335,1,*2005,Virginia,ACC,FR,RB,12,3,14,4.7,1,70,237,3.4,3,73,251,3.4,4
4336,2,2006,Virginia,ACC,SO,RB,12,7,38,5.4,0,46,153,3.3,0,53,191,3.6,0
4337,3,*2007,Virginia,ACC,JR,RB,6,12,99,8.3,0,113,585,5.2,5,125,684,5.5,5
4338,4,2008,Virginia,ACC,SR,RB,11,44,193,4.4,0,153,774,5.1,7,197,967,4.9,7
4339,5,Career,Virginia,,,,,66,344,5.2,1,382,1749,4.6,15,448,2093,4.7,16
4340,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4341,1,2005,Oklahoma State,Big 12,SO,TE,11,11,128,11.6,1,,,,,11,128,11.6,1
4342,2,*2006,Oklahoma State,Big 12,SO,TE,13,24,310,12.9,4,,,,,24,310,12.9,4
4343,3,*2007,Oklahoma State,Big 12,JR,TE,13,35,540,15.4,4,,,,,35,540,15.4,4
4344,4,*2008,Oklahoma State,Big 12,SR,TE,10,42,472,11.2,0,,,,,42,472,11.2,0
4345,5,Career,Oklahoma State,,,,,112,1450,12.9,9,,,,,112,1450,12.9,9
4346,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4347,1,*2005,Virginia,ACC,SO,TE,12,2,27,13.5,1,1,10,10.0,0,3,37,12.3,1
4348,2,2006,Virginia,ACC,,TE,12,2,65,32.5,0,,,,,2,65,32.5,0
4349,3,*2007,Virginia,ACC,,TE,13,17,193,11.4,2,,,,,17,193,11.4,2
4350,4,2008,Virginia,ACC,,TE,12,48,385,8.0,2,1,0,0.0,0,49,385,7.9,2
4351,5,Career,Virginia,,,,,69,670,9.7,5,2,10,5.0,0,71,680,9.6,5
4352,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4353,1,2005,North Carolina,ACC,FR,TE,9,0,0,,0,0,0,,0,0,0,,0
4354,2,2007,North Carolina,ACC,SO,TE,12,4,27,6.8,1,,,,,4,27,6.8,1
4355,3,*2008,North Carolina,ACC,SR,TE,13,8,97,12.1,1,,,,,8,97,12.1,1
4356,4,Career,North Carolina,,,,,12,124,10.3,2,0,0,,0,12,124,10.3,2
4357,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
4358,1,2005,Michigan State,Big Ten,FR,RB,11,19,138,7.3,0,122,817,6.7,5,141,955,6.8,5
4359,2,2006,Michigan State,Big Ten,SO,RB,8,14,96,6.9,1,86,497,5.8,1,100,593,5.9,2
4360,3,*2007,Michigan State,Big Ten,JR,RB,13,35,295,8.4,0,245,1447,5.9,6,280,1742,6.2,6
4361,4,*2008,Michigan State,Big Ten,SR,RB,13,28,190,6.8,0,390,1637,4.2,22,418,1827,4.4,22
4362,5,Career,Michigan State,,,,,96,719,7.5,1,843,4398,5.2,34,939,5117,5.4,35
4363,0,Year,School,Conf,Class,Pos,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
